S.No.,Name,Phone,Email,Birthday,Occupation,Address,Call Status,Added to Campaign Date,Company,City,Website,Person Record ID,Company Record ID,Description,LinkedIn,Labels,Past notes
124,dd91d3f1-572b-40a7-8bcb-fb87ff375ac0,+61240500900,0900hello@collectivefp.com.au,,Pete de Jong,,-,2026-02-18 12:38:04,Collective Financial Partners,,collectivefp.com.au,91315724078873750,185773545824593109804,,,,
125,dd3fe385-4878-4f4a-8cc0-7d7033a34ca2,+61292814067,info@nwa.com.au,,Office Contact,,-,2026-02-18 12:38:04,Networth Accounting,,nwa.com.au,33854878448077033342,923426045051568827093165,,,,
126,dd23ad40-2c11-4fdb-b21a-30c707ffe4cd,+61266581655,admin@qualityaccounting.com.au,,Senior Accountant / Partner (inferred from context),,-,2026-02-18 12:38:04,Quality Accounting,,qualityaccounting.com.au,2340211421307074,927002500157570996859992,,,,
127,dca80aa4-7e81-4b4e-91ea-3d3956c9d237,+61291944620,info@hnmtaxadvisors.com.au,,Office Contact,,-,2026-02-18 12:38:04,HNM Tax Advisors,,hnmtaxadvisors.com.au,8047814491339569237,58563588850230268,,,,
128,dc625802-a3eb-4306-baec-dc3534f60bf2,+61296892777,matt@pixelspread.com,,Office Contact,,-,2026-02-18 12:38:04,Merhi,,merhiandco.com.au,625802343063534602,08668539549313642,,,,
129,dc089088-9985-4d5f-a387-caa7a0e4c08c,+611300000501,enquiry@refundmytaxnow.com.au,,Team,,-,2026-02-18 12:38:04,Refund My Tax Now,,refundmytaxnow.com.au,08908899854538770408,1190690510951171228,,,,
130,dbc039c2-a0db-45fb-9789-8ae59dcee696,+61297557466,mathew@bechini.com.au,,,,-,2026-02-18 12:38:04,Bechini And Associates,,bechini.com.au,03920459789859696,8928355344051705199,,,,
131,dbb531f5-86ca-4a0d-8c64-c7ed6ef1ac44,+61298164111,services@rdcaccountants.com.au,,Office Contact,,-,2026-02-18 12:38:04,Rdc Accountants Pty,,rdcaccountants.com.au,5315864086476144,17834635889365386099,,,,
132,db77c989-0be2-45ee-ba04-34eb1c91c74c,+61283585553,campsieadmin@solacepartners.com.au,,,,-,2026-02-18 12:38:04,Solace Partners,,solacepartners.com.au,779890245043419174,2980075745542698,,,,
133,db6276b7-b1cf-46c7-92a3-eed4c4a4474d,+61293404343,enquiry@yesaccounting.com.au,,Office Contact,,-,2026-02-18 12:38:04,Yes Accounting Pty,,yesaccounting.com.au,627671467923444474,86793080058193108476739,,,,
134,db576961-c54a-4158-a255-472150694dc7,+61298940591,vanessaashby@ashbyandco.com.au,,,,-,2026-02-18 12:38:04,Ashby And,,ashbyandco.com.au,5769615441582554721506947,190550003573758362,,,,
135,db1c45a9-201a-4d2b-beee-a73fb8c2d604,+61297181599,info@lpha.com.au,,Office Contact,,-,2026-02-18 12:38:04,Lazarides Premetis And Associates,,lpha.com.au,1459201427382604,19743095788189277,"Whether you need advice on company tax, personal tax effectiveness or indirect taxation including payroll tax and GST, our team will identify the best solutions for you.",,,
136,db157b78-9356-4380-8e6d-294cabf7f1e0,+61295256622,info@conroyevans.com.au,,Office Contact,,-,2026-02-18 12:38:04,Conroy Evans And,,conroyevans.com.au,157789356438086294710,39794905883326994875,,,,
137,db137325-6182-4696-8b8e-fd2d7ba92105,+61278014839,contact@amadvisory.com.au,,Office Contact,,-,2026-02-18 12:38:04,Am Advisory,,amadvisory.com.au,13732561824696882792105,93805990526668585621,,,,
138,daeb515d-2bfc-4029-81dd-a964dad03121,+611300060634,info@sksadvisory.com.au,,Office Contact,,-,2026-02-18 12:38:04,Sks Business Advisory Accounting And Taxation Services,,sksadvisory.com.au,515240298196403121,94935662854622927698,,,,
139,57f05347-233a-4cd5-9f85-23aec1b2c17c,+61244210336,0336info@essentiallyaccounting.com.au,,Office Contact,,-,2026-02-18 12:38:04,Southtax Accountants,,southtax.com.au,570534723345985231217,379833945600009884665,,,,
140,dad4af0f-b1bc-480a-9b9c-4e629a6dd7db,+61247734235,admin@snsaccounting.com.au,,Office Contact,,-,2026-02-18 12:38:04,SNS Accounting and Taxation,,snsaccounting.com.au,40148099462967,2445033575081,,,,
141,dab5e966-bff5-4051-835a-1d6edb10e24e,+61268823933,admin@visionaryaccounting.net.au,,Office Contact,,-,2026-02-18 12:38:04,Visionary Accounting,,visionaryaccounting.net.au,596654051835161024,68343945932981998,,,,
142,d9bfca14-677b-43df-bc4e-9e6421e8ccb3,+61286287126,raj@vblco.com.au,,,,-,2026-02-18 12:38:04,Vblco Accountants,,vblcoaccountants.au,9146774349642183,48811131522760728190,,,,
143,d8f1509c-bf05-41a5-98c7-ce58b26673d0,+61296449220,info@sunderlandaccounting.com.au,,Office Contact,,-,2026-02-18 12:38:04,Sunderland Accounting,,sunderlandaccounting.com.au,815090541598758266730,00525801065283637158588,,,,
144,d848ceff-2141-4be6-a7d1-2596f5708e1f,+61280075444,,,Office Contact,,-,2026-02-18 12:38:04,Lidcombe Tax,,lidcombetax.com.au,84821414671259657081,41488114553973875,,,,
145,d7df25a2-85fd-4444-9e8c-b818dc20b6c8,+61292800770,,,Office Contact,,-,2026-02-18 12:38:04,Enhance Tax Partners Pty,,etaxpartners.com.au,7252854444988182068,9787475551795624695476,,,,
146,d7b1a26f-8e04-4ced-a766-5dba48b887ee,+61283136550,,,Office Contact,,-,2026-02-18 12:38:04,Mowad Financial Services,,mowadfs.com.au,71268044766548887,7640376320503264546178,,,,
147,d756bfc3-ec3e-4449-8fa5-fd339207e000,+611800008664,toni@blueorchidaccounting.com.au,,,,-,2026-02-18 12:38:04,Blue Orchid Accounting,,blueorchidaccounting.com.au,75633444985339207000,926608697250748451984612001,,,,
148,d74b3306-459d-4b99-8167-54791bed41d8,+61398100700,,,Office Contact,,-,2026-02-18 12:38:04,Bg Private,,bgprivate.com.au,743306459499816754791418,05552152573939792391255,,,,
149,d74525a1-a59d-4474-8297-f7b44e94f3e9,+61249919119,%20info@rhkequities.com.au,,,,-,2026-02-18 12:38:04,Rhk Equities Pty,,rhkequities.com.au,74525159447482977449439,95528453954206835475,,,,
150,d6dda5e0-4b01-4459-b653-11d267a32ac2,+61247062227,info@interactiveba.com.au,,Blog,,-,2026-02-18 12:38:04,Interactive Business Advisors Pty,,interactiveba.com.au,650401445965311267322,15160825659291517751889,,,,
151,d6b1110c-880d-489f-ad0f-1172662cf3e4,+61295436804,,,Meet Our TeamOur team brings strong knowledge and hands on experience. Each member works with honest,,-,2026-02-18 12:38:04,Trinity Accounting Practice,,trinitygroup.com.au,611108804890117266234,02259239559603538976,,,,
152,d64bc72b-ab1f-4277-b753-818dca04bdee,+61288655700,,,Office Contact,,-,2026-02-18 12:38:04,Priority One,,getpriorityone.com.au,64721427775381804,8729710757889902981106404,,,,
153,d640d605-81e5-4795-a1bf-3384b54ba49a,+61294373030,,,Office Contact,,-,2026-02-18 12:38:04,Jim McGowan Accountants,,jmaccountants.com.au,6406058154795133845449,00642175612386132911,,,,
154,d60b7258-c223-4718-92bf-9e0581067521,+61296878118,info@fgaccounting.com.au,,Office Contact,,-,2026-02-18 12:38:03,Fg Accounting Pty,,fgaccounting.com.au,60725822347189290581067521,9442777536262112909153,,,,
155,d597b62f-8975-45b3-b38e-58b9beb8fcda,+61296891677,,,Office Contact,,-,2026-02-18 12:38:03,Capricorn Business Services,,capricornbusiness.com.au,597628975453385898,183048842955888851751,,,,
156,d52b145f-bc95-4a58-9238-da22ec59a136,+61299551544,ianl@phillipspartners.com.au,,Founding Partner,,-,2026-02-18 12:38:03,Phillips Partners,,phillipspartners.com.au,521459545892382259136,6950601435339647330810,,,,
157,d4ce026b-dcbd-4dec-9e0f-6587d6c0c51a,+61247514091,,,Office Contact,,-,2026-02-18 12:38:03,Kerslake Gray,,kerslakegray.com.au,402649065876051,871969713589894020826328,,,,
158,d3d4c160-43f8-4d6e-9597-11bdbec90c72,+61295559692,,,Office Contact,,-,2026-02-18 12:38:03,Clarity Management Group,,claritymg.com.au,34160438469597119072,93092122422856089988126249,,,,
159,d3cf4e3c-1990-4fd4-9875-6f1416040c52,+61295551214,jack.cheng@hannantax.com,,Office Contact,,-,2026-02-18 12:38:03,Hannan Accounting And Taxation Services,,hannantax.com,34319904498756141604052,950533650994999326,,,,
160,d3010015-e7e2-440c-9e64-f80bc1d93808,+61242080490,info@cartergray.com.au,,Office Contact,,-,2026-02-18 12:38:03,Carter Gray Accounting,,cartergray.com.au,30100157244096480193808,181996542413529785685,,,,
161,d2b87174-7964-43db-9ee4-cd1a5869b4d4,+61280980017,admin@ballito.com.au,,Office Contact,,-,2026-02-18 12:38:03,Ballito Business Services,,ballito.com.au,287174796443941586944,67029455503949665904,,,,
162,d26abdbd-24c2-4c4c-a777-4f9364f4a1e4,+61242257779,solutions@bwaccounting.net.au,,,,-,2026-02-18 12:38:03,Black and White Accounting Solutions,,bwaccounting.net.au,262424477749364414,064815738375694443,,,,
163,d245def9-846b-4e04-814f-fb223907bbb3,+61358743446,admin@tocaccounting.com.au,,Office Contact,,-,2026-02-18 12:38:03,Tocumwal Accounting,,tocaccounting.com.au,24598464048142239073,15936239759080554804353718,,,,
164,d1fa3464-df7d-4d53-bcac-f6b889da4e44,+61242944462,bizacct@bigpond.net.au,,Office Contact,,-,2026-02-18 12:38:03,Small Business Accountants Pty,,bizacct.com.au,1346474536889444,925739175225151977063079,,,,
165,d14e0c67-3e46-4469-bdb7-c0b7dd8f8fe7,+61291607777,info@forbesholland.com.au,,Office Contact,,-,2026-02-18 12:38:03,Forbes Holland,,forbesholland.com.au,140673464469707887,9516844954753159412203662,,,,
166,73c8a7d3-ed36-4a03-86e3-5b4e09ce6790,+61294113598,typesetit@att.net,,Office Contact,,-,2026-02-18 12:38:03,Entertainment Accounting And Taxation Services,,entertax.com.au,738733640386354096790,05134502476887599,,,,
167,d0ca6c5d-8e2b-464e-aa3c-06eab3f379ec,+61295864466,info@abistax.com.au,,Office Contact,,-,2026-02-18 12:38:03,Abis Tax,,abistax.com.au,065824643063379,097089935254557461965909,,,,
168,d0b1e1e9-4b42-4ba6-bc87-e466eb585b48,+61289605205,info@hwaccounting.com.au,,Office Contact,,-,2026-02-18 12:38:03,Hw Accounting And Taxation,,hwaccounting.com.au,0119442468746658548,926623522021271654,,,,
169,d04355e9-0800-4bec-b64c-9f7d0ab72c90,+61295426669,darren@rossenaccounting.com.au,,Office Contact,,-,2026-02-18 12:38:03,Darren Rossen And Associates Pty Limited,,rossenaccounting.com.au,04355908004649707290,13535353940045355779128,,,,
170,d0195438-319e-4d8a-a7a3-2803d426827e,+611300788650,info@bcsaccounting.com.au,,Office Contact,,-,2026-02-18 12:38:03,Avante Financial Services,,avantefinancial.com.au,019543831948732803426827,7605048754353116007,,,,
171,cff2cc70-e18b-496c-b219-44df80666636,+61296824999,,,Office Contact,,-,2026-02-18 12:38:03,Pj Taxation and Accounting Services,,pjtax.com.au,270184962194480666636,5379758589975177,"Welcome to WordPress. This is your first post. Edit or delete it, then start writing!",,,
172,cfbb69a6-2eae-42a2-b9f9-e8d025f6758a,+61290304071,info@domanetax.com.au,,Office Contact,,-,2026-02-18 12:38:03,Domane Tax and Accounting,,domanetax.com.au,69624229980256758,5166189579214380636,,,,
173,cf81cfdd-3ebd-433c-ae92-ee62b5035902,+61299052389,john@taxguy.com.au,,Office Contact,,-,2026-02-18 12:38:03,Tax Guy For The Small Fry John Holterman,,taxguy.com.au,81343392625035902,26639660509276288117,,,,
174,cf785332-cb81-4d32-90ec-238096f02378,+61242298700,admin@tbaa.com.au,,Office Contact,,-,2026-02-18 12:38:03,Terry Bec and Associates,,tbaa.com.au,785332814329023809602378,06352930405765593087,,,,
175,cec6bd54-0384-43a7-b6ce-b7c9d8d93391,+61297871344,,,Office Contact,,-,2026-02-18 12:38:03,Saab And Saunders,,saab-saunders.com.au,6540384437679893391,51955629501963654435800,,,,
176,ce8867e0-9c7f-439c-9ef1-3d103d93e83a,+61260331133,admin@kilara.com.au,,Office Contact,,-,2026-02-18 12:38:03,Kilara,,kilara.com.au,88670974399131039383,36335051835357,,,,
177,ce07ebc9-ab16-4614-848e-701d7f88a38c,+61296868166,financialplanning@mtwo.net.au,,,,-,2026-02-18 12:38:03,Amruta Shah Certified Financial Planner with Mtwo Accounting,,mtwofp.com.au,07916461484870178838,4015775587831114198560,,,,
178,21a340db-0781-40f6-a1fa-a13f613d70e2,+61280645362,,,Office Contact,,-,2026-02-18 12:38:03,Catalyst Financial,,catalystfin.com.au,213400781406113613702,571956752095712312696,,,,
179,cde4bba5-52f1-461e-b044-4cf88e199d51,+61266598900,info@advantageplustax.com.au,,Office Contact,,-,2026-02-18 12:38:03,Advantage Plus Tax And Business Solutions,,advantageplustax.com.au,4552146104448819951,61431225865949457351,,,,
180,cdd5c5e7-2549-425e-978e-9367e7ee0c9d,+611300074074,admin@tidballaccountancy.com.au,,Office Contact,,-,2026-02-18 12:38:03,Tidball Accountancy,,tidballaccountancy.com.au,55725494259789367709,063071715887162515975,,,,
181,cdcea62e-5b79-49f5-9235-1a1b2a2b8505,+61242265333,scowan@wollongongtaxservices.com.au,,Office Contact,,-,2026-02-18 12:38:03,Wollongong Taxation Services Michele Dunn,,wollongongtaxservices.com.au,62579495923511228505,62569371581822025323254,,,,
182,cd6e61e4-5b0c-4b11-a839-35da07e1ac9d,+61295572315,,,Office Contact,,-,2026-02-18 12:38:03,Enhance Mortgage And Tax Solutions Pty,,enhancetax.com.au,661450411839350719,21467955108458715835,,,,
183,cd1f38de-d643-447f-a8b6-8403991b1354,+61740511665,info.te@allacats.com.au,,Office Contact,,-,2026-02-18 12:38:02,Competitive Professional Accounting,,competitiveaccounting.com.au,1386434478684039911354,6413023595484097670075,"Competitive Professional Accounting specialises in providing its clients with personalised service, which is competitively priced and professionally delivered. Services range from your personal tax and accounting needs, to corporate planning, advice and business consultations.",,,
184,3236e8ae-4a5f-4b27-875b-61b339213f8b,+611300189680,info@taxsolutionsgroup.com.au,,Office Contact,,-,2026-02-18 12:38:02,Tax Solutions,,taxsolutionsgroup.com.au,3236845427875613392138,1467351155878702660322,,,,
185,cceed57a-106b-41f8-9d7c-d054db3c1ce7,+61296800131,stanley@cwaf.com.au,,Office Contact,,-,2026-02-18 12:38:02,Citywest Accountants,,cwaf.com.au,5710641897054317,744523571699133943,,,,
186,ccdcda50-f1e3-410c-9d21-21c1c1b831cf,+61261907828,lukasz@acttaxgroup.com.au,,Lukasz KlekowskiPRINCIPAL &amp; REGISTERED TAX AGENT,,-,2026-02-18 12:38:02,Moruya,,acttaxgroup.com.au,50134109212111831,0096277055492709566077,"ACT Tax Group provides accounting, bookkeeping and payroll services for small businesses and individuals in Canberra and NSW.",,,
187,cc96df46-e61c-4731-8457-16c9078c2e5c,+611300319385,,,Office Contact,,-,2026-02-18 12:38:02,Robin Raju Associates,,robinrajuassociates.com,9646614731845716907825,1816554960732069,,,,
188,cc7b39f5-9094-4fcf-ba5d-989519bc2b1a,+61288340720,evan.orourke@ctsagroup.com.au,,,,-,2026-02-18 12:38:02,Ctsa Group,,ctsagroup.com.au,739590944598951921,194815193968357411,,,,
189,cc6ffb30-4497-4e42-956e-5ff2d728d541,+61298083736,info@rydeaccounting.net.au,,Office Contact,,-,2026-02-18 12:38:02,Ryde Accounting,,rydeaccounting.net.au,630449744295652728541,109886101578486254083176,,,,
190,cc229e62-4601-4792-9f61-b2ea4be32200,+61266225877,admin@biztax.com.au,,Office Contact,,-,2026-02-18 12:38:02,Biztax Services,,biztax.com.au,22962460147929612432200,007268758929410103,,,,
191,cc1b6a2f-de5d-4565-b5a9-da120d164a8d,+61262574144,info@bonsella.com.au,,Office Contact,,-,2026-02-18 12:38:02,Bonsella,,bonsella.com.au,16254565591201648,917932428549893547573,,,,
192,cbc063c1-b75d-4ed5-a269-65966bccc110,+61266890470,enquiries@nrtbs.com.au,,Office Contact,,-,2026-02-18 12:38:02,Northern Rivers Taxation and Business Services,,nrtbs.com.au,0631754526965966110,028752556532590370200,"Northern Rivers Taxation &amp; Business Services is a Chartered Accounting firm with over 20 years of experience in tax, accounting and finance. We are your trusted advisor and strategic business partner for all your taxation and business needs.",,,
193,cacee88a-a2cb-4ae8-b21f-2acd8db7af09,+61297233815,,,Office Contact,,-,2026-02-18 12:38:02,Taxblock,,taxblock.com.au,882482128709,0264453910914549,,,,
194,ca9fe5ec-4d02-4e5e-bc89-ce7269dc7958,+61243419000,info@hcpartners.com.au,,"Director, CA",,-,2026-02-18 12:38:02,Paul Booth Services Pty,,hcpartners.com.au,95402458972697958,979734846384551071321555616603,,,,
195,ca3f98ed-6ae0-4487-8c18-aa414089e473,+61243257519,admin@coastalacc.com.au,,Office Contact,,-,2026-02-18 12:38:02,Coastal Accounting Services,,coastalacc.com.au,398604487818414089473,944225852327025437,,,,
196,c988b8ba-68b7-4cd4-8e18-ca76ae6f7677,+611300406382,info@business-adviser.com.au,,Office Contact,,-,2026-02-18 12:38:02,Business Adviser,,business-adviser.com.au,9888687448187667677,5834620515168222690,,,,
197,c971620e-58a1-4fa7-ae53-6438a057ce9a,+61268283663,,,Office Contact,,-,2026-02-18 12:38:02,Carrigan,,carriganandco.com.au,971620581475364380579,6042159851849770,,,,
198,c85fb7b8-c0da-4650-807d-f750c954139e,+611800774438,,,Office Contact,,-,2026-02-18 12:38:02,Supershift Iq,,supershiftiq.com.au,857804650807750954139,295459683515913130719747,SuperShift IQ is passionate about SMSFs. Our team is backed by SMSF experts with over 35 years of industry experience in SMSF strategy and accounting.,,,
199,c7ce272c-3fec-4bba-b9db-96cec6e53f0a,+61243656552,,,Office Contact,,-,2026-02-18 12:38:02,Phil Thomas and Associates,,philthomas.com.au,7272349966530,162924433956383535303788,,,,
200,c771104b-ccb3-4873-979d-32f5a0ee11bf,+61863802856,enquiries@denisegriffiths.com.au,,"Owner / Principal, Denise Griffiths Business Services (CPA Practice)",,-,2026-02-18 12:38:02,Denise Griffiths Business Services,,denisegriffiths.com.au,77110434873979325011,7013305297029570,,,,
201,c7547904-a823-4e53-ac29-5d132218233b,+61296287749,admin@reflexiveaccounting.com.au,,Office Contact,,-,2026-02-18 12:38:02,Reflexive Accounting Services,,reflexiveaccounting.com.au,7547904823453295132218233,7479072205237189835348,"We are an accounting practice that provides accounting, bookkeeping, payroll, and taxation services. If you are looking for a tax accountant, we can assist you with:",,,
202,c7194e9e-2193-4e03-bd26-2607bfe0b001,+61291956699,info@blueribbontax.com.au,,Office Contact,,-,2026-02-18 12:38:01,Blue Ribbon Tax And Advisory,,blueribbontax.com.au,7194921934032626070001,993645620767662699,,,,
203,c6d10f64-aa7b-4c4c-92c5-74a4177080c7,+61296435557,admin@doalytaxation.com,,Office Contact,,-,2026-02-18 12:38:00,Doaly Taxation,,doalytaxation.com,610647449257441770807,136865789789357448,,,,
204,c6b84cca-2aa1-4863-8090-61c7a17ebe43,+61881279655,,,Office Contact,,-,2026-02-18 12:38:00,Taxology Group,,taxology.com.au,68421486380906171743,16369825628063457,,,,
205,c691262c-bc77-4ce1-ae48-0f8f58b0d924,+61240461000,,,Office Contact,,-,2026-02-18 12:38:00,Balanced Beans,,balancedbeans.com.au,69126277414808580924,708824735919740133,"Balanced Beans is an Accounting &amp; Bookkeeping practice. We help Hunter Valley start-ups and SMEs with Payroll, BAS, Tax and Accountancy.",,,
206,c644e772-578c-4050-aed4-63aa7405d037,+61294113377,enquiries@oaic.gov.au,,Office Contact,,-,2026-02-18 12:37:59,Mandala Pro Accounting Firm Pty,,mandalaprofirm.com.au,64477257840504637405037,93151505798405428330,,,,
207,c5d5eac6-296e-45a2-9e86-518b265e92a4,+61280045823,,,Office Contact,,-,2026-02-18 12:37:59,Mansfield Partners,,mansfieldpartners.com.au,556296452986518265924,27863128352560112973131,,,,
208,c5cb11ad-962f-45d0-b830-9b2762f6309c,+61247223370,ca@wittenpartners.com.au,,,,-,2026-02-18 12:37:59,Vcta Partners Accounting Services Penrith,,wittenpartners.com.au,511962450830927626309,3197176504429191751,,,,
209,c48c798c-0b5d-46cf-b4e5-1d1356b1aac3,+61294400644,samail@soutaraccountants.com.au,,Office Contact,,-,2026-02-18 12:37:59,Soutar Accountants Pty,,soutaraccountants.com.au,487980546451135613,9054613159373573,,,,
210,c44dae87-3de1-497e-a7ee-084178a4c9f0,+611300370653,,,Office Contact,,-,2026-02-18 12:37:59,Registrations Australia Wide,,registrationsaustralia.com.au,4487314977084178490,370643827452886689274,,,,
211,c43551ff-9c62-417f-a398-d8de5aea1068,+61732175700,,,Office Contact,,-,2026-02-18 12:37:59,P+Y Accountants,,py.com.au,43551962417398851068,71506505928047770670436,,,,
212,c3ede5c6-f37f-4b30-bb88-e2eae624c6b6,+61292237848,maurice@vasin.com.au,,Office Contact,,-,2026-02-18 12:37:59,Vasin Accountants,,vasin.com.au,3563743088262466,1164175530344343473,,,,
213,c3c6308e-9e31-497b-8032-9d4147ab892d,+61293712150,info@gmpp.com.au,,Office Contact,,-,2026-02-18 12:37:59,Gmp Partners,,gmpp.com.au,36308931497803294147892,070471590283274657811,,,,
214,c398452d-69c6-403f-ab51-b00a6eb1131f,+61296357433,reception@ctla.com.au,,Office Contact,,-,2026-02-18 12:37:59,Confederal Tax Law Pty,,ctla.com.au,398452696403510061131,1134499950803871933,,,,
215,c345ffba-b735-4634-b428-d8846dbcebfe,+61280060777,,,Office Contact,,-,2026-02-18 12:37:59,Stockburger Solutions,,stockburger.xyz,34573546344288846,5486830759069502034,,,,
216,c33fb710-e37d-4663-84ad-103348e6b45a,+611300347952,,,Office Contact,,-,2026-02-18 12:37:59,Hunt Strategic Advisors,,huntstrategicadvisors.com.au,3371037466384103348645,6239386815018764603071,,,,
217,c2b18f72-a969-4afa-8f94-1a16abc1087a,+61741525133,info@rochdale.me,,Director,,-,2026-02-18 12:37:59,Rochdale Accounting and Advisory,,rochdaleadvisory.com.au,2187296948941161087,1488055835784619459824,,,,
218,c2488681-d1a1-4666-994b-512c2ce24d13,+61398489811,admin@scmfg.com.au,,Neil McKissock,,-,2026-02-18 12:37:59,Scm Financial Group,,scmfg.com.au,248868111466699451222413,486568523967485495,,,,
219,c2090cee-9c03-4f38-883f-39cb816274f9,+61267667366,toby@mjtpartners.com.au,,Principal,,-,2026-02-18 12:37:59,Mjt Partners,,mjtpartners.com.au,2090903438883398162749,53533295284528066816,Home - MJT Partners,,,
220,c13efb6b-0112-4e8e-b784-d6150468f43e,+61292525300,info@bdhl.com.au,,Principal,,-,2026-02-18 12:37:59,Bdh Leaders,,bdhleaders.com.au,136011248784615046843,82136853079582,,,,
221,c13d34d7-8c2f-447d-a845-a4794f12f9f9,+61249530070,blair@wppartners.com.au,,Office Contact,,-,2026-02-18 12:37:59,Wp Partners Chartered Accountants,,wppartners.com.au,133478244784547941299,84818651699925417,,,,
222,c0f0f22c-55ad-48ab-8a1c-30a4a1cff7a6,+61292004500,dpham@dfkrichardhill.com.au,,Office Contact,,-,2026-02-18 12:37:59,Dfk Richard Hill,,dfkrichardhill.com.au,0022554881304176,4486302538421341436,,,,
223,c0383afc-54c0-4044-94e8-c5430d446410,+61298999211,,,Office Contact,,-,2026-02-18 12:37:59,Leslie Nagy And Associates,,leslienagyandassociates.com.au,038354040449485430446410,918327565793807815117,,,,
224,bfe64588-bd29-4c5a-8a59-bef93499e1cf,+61266528522,,,Office Contact,,-,2026-02-18 12:37:59,Bartlett Accounting,,bartlettaccounting.com.au,645882945859934991,14639045563002077926,,,,
225,bfbdab9c-63cb-4788-8abd-7091fb828376,+61295312344,,,Office Contact,,-,2026-02-18 12:37:59,Glenn Hughes And Associates Pty,,ghaccountants.com.au,963478887091828376,819581585411731714,,,,
226,bfbbe213-c4f6-426d-8b65-7e1681f7aa3b,+61272019914,grow@edenexperts.com.au,,,,-,2026-02-18 12:37:59,Eden Experts,,edenexperts.com.au,213464268657168173,10370015658157299,,,,
227,bf4194f8-7051-43ec-b015-a3e82e4f7b26,+61249849707,info@smcadvisers.com.au,,Office Contact,,-,2026-02-18 12:37:59,Smc Advisers,,smcadvisers.com.au,419487051430153824726,44739971570956219867910,,,,
228,bec5267b-63eb-4a24-bb8b-72c7288eab1f,+61292671880,,,Office Contact,,-,2026-02-18 12:37:59,The Taxmaster Group,,the-taxmastergroup.com.au,52676342487272881,878236395836582543629,,,,
229,be7f843b-f3b8-4dac-a090-b6f1d1fe23a7,+61295203536,info@adambrayaccounting.com.au,,Office Contact,,-,2026-02-18 12:37:59,Adam Bray and Associates,,adambrayandassociates.com.au,7843384090611237,1520226863556933386748888,,,,
230,bdb508ee-bd83-4390-9891-85bf9b45b968,+61247314211,,,Office Contact,,-,2026-02-18 12:37:59,Mclean Charge Partners,,mcleancharge.com.au,508834390989185945968,36127995797900056005,,,,
231,bda8f74c-2155-4993-9f99-cb21d5b20a23,+61393505747,admin@taxequity.com.au,,Office Contact,,-,2026-02-18 12:37:59,Tax Equity,,taxequity.com.au,874215549939992152023,3643071565031460,,,,
232,bd6738d8-9e67-4aa5-a5ba-4d67d16743f5,+61299974000,gxxxxxxxxxxxxxn@jjnaccounting.com.au,,Office Contact,,-,2026-02-18 12:37:59,Jjn Associates,,jjnaccounting.com.au,67388967455467167435,06488515137928172628192,,,,
233,bd611dd7-4560-431a-ad63-339c651bf7bd,+61297630488,,,Office Contact,,-,2026-02-18 12:37:59,Business Consulting House,,bchouse.com.au,61174560431633396517,5310020605399846208429,,,,
234,bcb1d581-1896-446b-9332-c7274b72f066,+61888922039,,,Office Contact,,-,2026-02-18 12:37:59,Jpg Accountancy and Advising,,accountantsydney.com,158118964469332727472066,61715125161105959144,,,,
235,bc22fa30-88ac-4c33-8637-99730bf79ec8,+61296831566,enquiries@leealexander.com.au,,Office Contact,,-,2026-02-18 12:37:58,Lee And Alexander,,leealexander.com.au,223088433863799730798,7113615928597715254,,,,
236,bc0ddfb2-4793-4acc-975c-45de86748148,+61280659164,,,Office Contact,,-,2026-02-18 12:37:58,Savva And Roubis,,savvaroubis.com.au,02479349754586748148,3157359607519960018902251,,,,
237,bb9ea424-d67e-4e2f-a344-275a6e4c6097,+611300595155,,,Office Contact,,-,2026-02-18 12:37:58,Numerix Accounting,,numerixaccounting.com.au,94246742344275646097,7741975689899263171190,"Professional Accounting &amp; Bookkeeping Services in Sydney – Trusted accountants helping businesses with BAS, payroll, tax returns, and financial reporting. Accurate, affordable, and on time.",,,
238,baecd5c6-a201-45f2-8a14-bb4b9588a0bf,+61280185764,ask@lucentor.com.au,,Hitomi Shimizu,,-,2026-02-18 12:37:58,Lucentor Chartered Accountant Tax Agent,,lucentor.com.au,56201452814495880,361827511970184678844,,,,
239,ba4ed7d9-0abc-48d7-bf37-351d49e56672,+61749956366,contact@aayfinancial.com.au,,Director/Accountant,,-,2026-02-18 12:37:58,Accounting And You Financial Services Pty,,aayfinancial.com.au,4790487373514956672,7000197415233376561710,,,,
240,ba39ac4f-39df-4146-96bd-8de7a73abd6c,+61260418222,,,Office Contact,,-,2026-02-18 12:37:58,Miller And Partners Chartered Accountants,,mpacc.com.au,3943941469687736,2815409256170192288,,,,
241,b9fa4bf7-e484-4cf8-9430-93061e455aba,+61243651717,,,Office Contact,,-,2026-02-18 12:37:58,Accounting Advisor,,accountingadvisor.com.au,94748448943093061455,015920751985154823,,,,
242,b9287a56-89ae-4cd6-a8bf-38835d3f3c04,+61287103817,info@masterm.com.au,,Office Contact,,-,2026-02-18 12:37:58,Tax Mastermind,,taxmastermind.com.au,92875689468388353304,54156251919630681436,,,,
243,b89f4353-3c8f-4588-a4f9-1ff5eacdbc03,+61296483668,,,Office Contact,,-,2026-02-18 12:37:58,Iezy Business Accountants,,iezyaccounting.com.au,894353384588491503,9553758235490458,,,,
